Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,StateID
727-90308,"EPOXY INJECTION, CRACK PREPARATION",5.0,L.F.,96.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,480.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
727-90309,"EPOXY INJECTION, EPOXY MATERIAL",2.0,GAL,214.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,428.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
727-93560,"EPOXY INJECTION, FURNISHING EQUIPMENT",1.0,L.S.,1200.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1200.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
731-06223,SOIL NAILED WALL,33.0,S.Y.,2110.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,69630.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
734-11760,PLAN SUBMITTAL,1.0,EACH,2700.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,2700.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-04308,ROAD CLOSURE SIGN ASSEMBLY,4.0,EACH,535.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,2140.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
808-10049,"LINE, MULTI-COMPONENT, SOLID, WHITE, 6 IN",678.0,L.F.,2.7,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1830.6,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
808-10051,"TRANSVERSE MARKING MULTI-COMPONENT, STOP LINE, 24""",53.0,L.F.,27.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1431.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
808-10052,"PAVEMENT MESSAGE MARKING, MULTI-COMPONENT, (ONLY)",6.0,EACH,270.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,1620.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
808-10057,"LINE, MULTI-COMPONENT, SOLID, YELLOW, 6",1754.0,L.F.,2.7,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,4735.8,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
808-10077,"PAVEMENT MESSAGE MARKINGS, MULTI-COMPONENT, LANE INDICATION ARROW",10.0,EACH,215.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,1,2150.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08360,CONTRACT LIENS,1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
105-06845,CONSTRUCTION ENGINEERING,1.0,EACH,30000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,30000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08359,LIQUIDATED DAMAGES,1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08440,"QUALITY ADJUSTMENTS, HMA",1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08443,"QUALITY ADJUSTMENTS, TEMPORARY TRAFFIC CONTROL DEVICES",1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-08444,"QUALITY ADJUSTMENTS, FAILED MATERIALS",1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-09489,"PAYMENT ADJUSTMENT, PG ASPHALT BINDER",1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
109-11362,"QUALITY ADJUSTMENTS, FAILURE TO MAINTAIN TEMPORARY EROSION AND SEDIMENT CONTROL MEASURES",1.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
110-01001,MOBILIZATION AND DEMOBILIZATION,1.0,EACH,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
201-52370,CLEARING RIGHT OF WAY,1.0,EACH,75000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,75000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
202-02240,PAVEMENT REMOVAL,90.0,S.Y.,42.48,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,3823.2,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
202-52710,"SIDEWALK, CONCRETE, REMOVE",32.0,S.Y.,22.56,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,721.92,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
202-51328,"PRESENT STRUCTURE, REMOVE PORTIONS",1.0,EACH,450000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,450000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
203-02000,"EXCAVATION, COMMON",40.0,C.Y.,70.16,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,2806.4,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
203-02070,BORROW,25.0,C.Y.,93.28,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,2332.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
205-12108,STORM WATER MANAGEMENT BUDGET,203330.1,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,203330.1,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
205-12616,STORMWATER MANAGEMENT IMPLEMENTATION,1.0,EACH,52000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,52000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
205-12618,SWQCP PREPARATION,1.0,EACH,10000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,10000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
207-09935,"SUBGRADE TREATMENT, TYPE IC",44.0,SYS,76.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,3344.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
214-12239,GEOTEXTILE FOR PAVEMENT TYPE 2B,130.0,SYS,6.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,780.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
302-06464,SUBBASE FOR PCCP,22.0,C.Y.,180.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,3960.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
306-08043,"MILLING, TRANSITION",600.0,S.Y.,12.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,7200.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
306-08159,MILLING ASPHALT,987.0,S.Y.,15.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,14805.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
401-07322,"QC/QA-HMA, 3, 64, SURFACE, 9.5 mm",55.0,TON,225.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,12375.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
401-07392,"QC/QA-HMA, 3, 64, INTERMEDIATE, 19.0 mm",6.0,TON,300.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1800.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
401-07408,"QC/QA-HMA, 3, 64, BASE, 25.0 mm",18.0,TON,225.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,4050.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
401-10258,"JOINT ADHESIVE, SURFACE",450.0,L.F.,2.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,900.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
401-10259,"JOINT ADHESIVE, INTERMEDIATE",30.0,L.F.,2.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,60.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
402-10084,"HMA FOR TEMPORARY PAVEMENT, B",163.0,TON,325.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,52975.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
401-11785,LIQUID ASPHALT SEALANT,450.0,L.F.,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,450.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
406-05521,ASPHALT FOR TACK COAT,2694.0,S.Y.,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,2694.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
605-06120,"CURB, CONCRETE",20.0,L.F.,70.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1400.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
604-06070,"SIDEWALK, CONCRETE",32.0,S.Y.,150.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,4800.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
609-06259,REINFORCED CONCRETE BRIDGE APPROACH 12 IN,92.0,S.Y.,210.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,19320.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
615-06505,"MONUMENT, B",2.0,EACH,1600.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,3200.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
616-06405,"RIPRAP, REVETMENT",98.0,TON,140.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,13720.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
616-12246,GEOTEXTILE FOR RIPRAP TYPE 1A,131.0,SYS,5.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,655.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
621-06554,"SEED MIXTURE, U",161.0,LBS,17.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,2737.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
621-06545,FERTILIZER,1.0,TON,20.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,20.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
621-01004,MOBILIZATION AND DEMOBILIZATION FOR SEEDING,1.0,EACH,1500.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1500.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
622-05638,"PLANT, DECIDUOUS SHRUB, 18 IN OR UNDER",20.0,EACH,55.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1100.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
621-12612,SEED MIXTURE FLOODPLAIN,90.0,LBS,37.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,3330.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
628-09403,"FIELD OFFICE, C",12.0,MONTH,3500.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,42000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
621-06565,MULCHING MATERIAL,5.0,TON,650.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,3250.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
621-06737,"SEED MIXTURE, EMERGENT WETLAND",4.0,LBS,745.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,2980.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
628-11976,COMPUTER SYSTEM EQUIPMENT,1.0,EACH,1000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
702-51863,FIELD DRILLED HOLE IN CONCRETE,964.0,EACH,35.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,33740.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
703-06029,"REINFORCING BARS, EPOXY COATED",5282.0,LBS,1.58,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,8345.56,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
703-08247,EMBEDDED GALVANIC ANODE,345.0,EACH,55.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,18975.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
704-51002,"CONCRETE, C, SUPERSTRUCTURE",2.8,C.Y.,9000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,25200.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
706-11455,BRIDGE RAILING PEDESTRIAN FENCE,1397.0,L.F.,85.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,118745.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
710-09158,PATCHING CONCRETE STRUCTURES,1681.0,S.F.,115.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,193315.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
709-96826,CONCRETE SURFACE COATING,1.0,L.S.,28000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,28000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
709-96826,CONCRETE SURFACE COATING,1.0,L.S.,24500.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,24500.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
709-51821,SURFACE SEAL,1.0,EACH,1584.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1584.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
709-12077,FIBER WRAP CONCRETE CASING SYSTEM,7056.0,S.F.,45.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,317520.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
708-51814,WELDED STEEL WIRE FABRIC,294.0,S.F.,3.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,882.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
715-09938,"PIPE, BRIDGE DECK DRAIN SYSTEM",1.0,L.F.,42513.04,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,42513.04,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
711-51035,STRUCTURAL STEEL,72.0,LBS,146.48,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,10546.56,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
713-04331,TEMPORARY CAUSEWAY,1.0,L.S.,925000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,925000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-12380,"BRIDGE DECK OVERLAY, BUDGET",79420.0,$,1.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,79420.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-01066,HYDRODEMOLITION,3495.0,SYS,56.83,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,198620.85,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-01061,"BRIDGE DECK OVERLAY, MICROSILICA",3495.0,S.Y.,65.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,227175.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-12732,LONGITUDINAL GROOVING,2816.0,SYS,4.26,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,11996.16,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-12464,"BRIDGE DECK, REMOVE EXISTING CONCRETE SURFACE",3495.0,SYS,8.3,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,29008.5,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
724-12773,"BRIDGE EXPANSION JOINT, PCF",490.0,L.F.,120.01,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,58804.9,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-51874,OVERLAY DAM,648.0,S.F.,42.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,27216.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
722-51401,"BRIDGE DECK PATCHING, FULL DEPTH",2776.0,S.F.,150.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,416400.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-04308,ROAD CLOSURE SIGN ASSEMBLY,4.0,EACH,350.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1400.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
734-11760,PLAN SUBMITTAL,1.0,EACH,1500.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1500.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
731-06223,SOIL NAILED WALL,33.0,S.Y.,3240.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,106920.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
727-93560,"EPOXY INJECTION, FURNISHING EQUIPMENT",1.0,L.S.,1500.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1500.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
727-90309,"EPOXY INJECTION, EPOXY MATERIAL",2.0,GAL,251.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,502.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
727-90308,"EPOXY INJECTION, CRACK PREPARATION",5.0,L.F.,142.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,710.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-03291,"CONSTRUCTION SIGN, D",7.0,EACH,350.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,2450.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-06645,"CONSTRUCTION SIGN, B",2.0,EACH,75.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,150.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-06625,DETOUR ROUTE MARKER ASSEMBLY,27.0,EACH,150.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,4050.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-06640,"CONSTRUCTION SIGN, A",7.0,EACH,175.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1225.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-12862,TEMPORARY PEDESTRIAN CHANNELIZER,16.0,L.F.,100.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1600.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-06775,MAINTAINING TRAFFIC,1.0,EACH,250000.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,250000.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
801-07118,"BARRICADE, III-A",72.0,L.F.,20.0,02/15/2024,"BEATY CONSTRUCTION, INC.",B -42068-A,3373035.0,BRIDGE REHABILITATION OR REPAIR,WAYNE,3,2,1440.0,"BEATY CONSTRUCTION, INC.",,4214322.23,0.0,1802930,IN
